Unnamed: 0,Text
85,"@mnd_ful_silence If you recall from our town hall last night what I said was that sect 230 was a SCOTUS decision, and so to get around that issue we need, to treat big-tech as a utility company which forces FCC regulations and then apply the anti-trust laws to break up the influence."
86,"@mnd_ful_silence In regards to voter ID i was clear in that one reason i walked away from the democrat party was due to the gerrymandering of voter ID, and bring awareness as to why are latinos fleeing socialist regimes, and galvanize vis-a-vis a grassroots approach our Texas latino population."
87,"We stand by the Arizona audit, and are fully committed to transparency and disclosure in our electoral process. May the truth prevail and resonate in the marble of a free and democratic society. God bless you, and may God bless the United States. America First 🇺🇸 https://t.co/CFoMF1hqbS"
88,The Biden administrative and socialist policies have left working families on the losing end. Higher prices for Americans and government overreach with too much authoritarian power. America First 🇺🇸 https://t.co/RWUW010wGb
89,"Happy Fathers Day, God bless the United States of America. A land blessed by free will granted to us by our heavenly father. 🇺🇸✌️🏳️‍🌈 https://t.co/2nZAbescZT"
90,@JustTheTweets17 @KPRC2 Great idea. America First 🇺🇸
91,Today we were delighted to meet with HRT PAC and have some exciting new projects well on their way. The republican demography is changing and an exciting time to join Hispanic Republicans - Republican Party of TexasRepublican Party of Texas https://t.co/Vo1JuEqyin
92,"To my grandfather, family members, friends and to all Americans who have served, it is through force of will that we preserve our constitutional sovereignty. God bless you, for your service and may God bless the United States of America. America First 🇺🇸 https://t.co/Yy5XAz5ltz"
93,"Beautiful day. I love my homestate of Texas, the best state in country. https://t.co/hN7Lh1Bwdx"
94,"@nowthisnews @chelseahandler @Alyssa_Milano @JamaalBowmanNY Elite white actors punching down on working American families. If these far left ideologues want reparations let’s start with their refrigerators, paychecks and their homes. Should the homeless receive reparations by moving into Hollywood’s luxury mansions? America First 🇺🇸"
95,I am running against 30 year incumbent Kevin Brady as a young republican because now more than ever it is critical for new leadership to build a more safe and prosperous world. America First 🇺🇸
96,@bdomenech Somehow i am not surprised the question is why have conservatives not caught on to the growing trends and created our own microcosm for news outlets of public dissent? America First 🇺🇸
97,"Today we kicked off, our political race for U.S. House of reps in TX CD 8 at the Woodlands Waterway Arts Festival. Our engament was highly successful with allot of  bipartisan encouragement from community members across the board. America First 🇺🇸"
98,@ACTBrigitte @ACTforAmerica Lockdowns are a policy that will live in infamy. America First 🇺🇸
99,@ACTforAmerica absolutely!
